winner_id,loser_id,winner_score,loser_score,winner_reasoning,loser_reasoning
CAND_0000658,CAND_0000288,65,60,"Evaluated offline: 13.1 years exp, 74% response rate.","Evaluated offline: 2.7 years exp, 50% response rate."
CAND_0000865,CAND_0000141,65,60,"Evaluated offline: 4.4 years exp, 76% response rate.","Evaluated offline: 1.5 years exp, 54% response rate."
CAND_0000528,CAND_0000321,65,60,"Evaluated offline: 11.6 years exp, 78% response rate.","Evaluated offline: 12.1 years exp, 50% response rate."
CAND_0001004,CAND_0001308,65,60,"Evaluated offline: 1.9 years exp, 75% response rate.","Evaluated offline: 3.6 years exp, 39% response rate."
CAND_0000766,CAND_0001198,65,60,"Evaluated offline: 2.7 years exp, 62% response rate.","Evaluated offline: 2.6 years exp, 45% response rate."
CAND_0000978,CAND_0000680,65,60,"Evaluated offline: 4.3 years exp, 56% response rate.","Evaluated offline: 10.7 years exp, 46% response rate."
CAND_0001072,CAND_0000471,65,60,"Evaluated offline: 3.0 years exp, 78% response rate.","Evaluated offline: 2.1 years exp, 52% response rate."
CAND_0000861,CAND_0001557,65,60,"Evaluated offline: 2.0 years exp, 53% response rate.","Evaluated offline: 3.1 years exp, 54% response rate."
CAND_0000342,CAND_0001720,65,60,"Evaluated offline: 13.2 years exp, 75% response rate.","Evaluated offline: 1.1 years exp, 34% response rate."
CAND_0001783,CAND_0000122,65,60,"Evaluated offline: 12.3 years exp, 75% response rate.","Evaluated offline: 9.7 years exp, 50% response rate."
CAND_0001427,CAND_0001770,65,60,"Evaluated offline: 13.4 years exp, 77% response rate.","Evaluated offline: 12.9 years exp, 37% response rate."
CAND_0000746,CAND_0000345,65,60,"Evaluated offline: 9.8 years exp, 69% response rate.","Evaluated offline: 4.3 years exp, 32% response rate."
CAND_0000628,CAND_0000999,65,60,"Evaluated offline: 2.1 years exp, 78% response rate.","Evaluated offline: 2.1 years exp, 50% response rate."
CAND_0001863,CAND_0001042,65,60,"Evaluated offline: 2.7 years exp, 78% response rate.","Evaluated offline: 11.0 years exp, 54% response rate."
CAND_0001043,CAND_0000660,65,60,"Evaluated offline: 4.2 years exp, 77% response rate.","Evaluated offline: 1.1 years exp, 54% response rate."
CAND_0001610,CAND_0001340,65,60,"Evaluated offline: 3.0 years exp, 57% response rate.","Evaluated offline: 2.2 years exp, 45% response rate."
CAND_0001111,CAND_0000155,65,60,"Evaluated offline: 4.5 years exp, 78% response rate.","Evaluated offline: 3.2 years exp, 30% response rate."
CAND_0000085,CAND_0000644,65,60,"Evaluated offline: 12.9 years exp, 77% response rate.","Evaluated offline: 10.6 years exp, 40% response rate."
CAND_0000234,CAND_0000679,65,60,"Evaluated offline: 1.4 years exp, 78% response rate.","Evaluated offline: 4.0 years exp, 29% response rate."
CAND_0000491,CAND_0001220,65,61,"Evaluated offline: 14.1 years exp, 75% response rate.","Evaluated offline: 1.2 years exp, 47% response rate."
CAND_0000305,CAND_0000987,65,61,"Evaluated offline: 4.7 years exp, 68% response rate.","Evaluated offline: 4.7 years exp, 59% response rate."
CAND_0000030,CAND_0001824,65,61,"Evaluated offline: 10.0 years exp, 66% response rate.","Evaluated offline: 11.0 years exp, 58% response rate."
CAND_0001954,CAND_0001422,65,61,"Evaluated offline: 10.9 years exp, 75% response rate.","Evaluated offline: 4.2 years exp, 56% response rate."
CAND_0001612,CAND_0001052,65,61,"Evaluated offline: 3.2 years exp, 56% response rate.","Evaluated offline: 11.5 years exp, 58% response rate."
CAND_0001894,CAND_0000010,65,61,"Evaluated offline: 13.4 years exp, 75% response rate.","Evaluated offline: 4.6 years exp, 40% response rate."
CAND_0000470,CAND_0000773,65,61,"Evaluated offline: 14.2 years exp, 77% response rate.","Evaluated offline: 13.0 years exp, 58% response rate."
CAND_0000640,CAND_0001299,65,61,"Evaluated offline: 9.6 years exp, 57% response rate.","Evaluated offline: 11.9 years exp, 55% response rate."
CAND_0001436,CAND_0000284,65,61,"Evaluated offline: 2.4 years exp, 55% response rate.","Evaluated offline: 2.4 years exp, 50% response rate."
CAND_0000637,CAND_0001163,65,61,"Evaluated offline: 3.9 years exp, 74% response rate.","Evaluated offline: 10.6 years exp, 57% response rate."
CAND_0000336,CAND_0001896,65,61,"Evaluated offline: 4.9 years exp, 74% response rate.","Evaluated offline: 2.7 years exp, 39% response rate."
CAND_0000283,CAND_0001274,65,61,"Evaluated offline: 3.5 years exp, 75% response rate.","Evaluated offline: 2.4 years exp, 48% response rate."
CAND_0000573,CAND_0000694,64,61,"Evaluated offline: 13.2 years exp, 73% response rate.","Evaluated offline: 3.3 years exp, 59% response rate."
CAND_0001769,CAND_0000873,64,61,"Evaluated offline: 12.9 years exp, 72% response rate.","Evaluated offline: 2.1 years exp, 55% response rate."
CAND_0001099,CAND_0001428,64,61,"Evaluated offline: 11.3 years exp, 67% response rate.","Evaluated offline: 4.3 years exp, 54% response rate."
CAND_0000887,CAND_0001968,64,61,"Evaluated offline: 1.1 years exp, 74% response rate.","Evaluated offline: 4.4 years exp, 59% response rate."
CAND_0001916,CAND_0000049,64,61,"Evaluated offline: 2.2 years exp, 70% response rate.","Evaluated offline: 11.8 years exp, 59% response rate."
CAND_0001447,CAND_0000262,64,61,"Evaluated offline: 10.0 years exp, 71% response rate.","Evaluated offline: 4.9 years exp, 46% response rate."
CAND_0000074,CAND_0001238,64,61,"Evaluated offline: 1.9 years exp, 73% response rate.","Evaluated offline: 9.1 years exp, 57% response rate."
CAND_0001167,CAND_0001687,64,61,"Evaluated offline: 10.6 years exp, 74% response rate.","Evaluated offline: 3.9 years exp, 46% response rate."
CAND_0001367,CAND_0000462,64,61,"Evaluated offline: 9.4 years exp, 63% response rate.","Evaluated offline: 2.1 years exp, 59% response rate."
CAND_0001337,CAND_0001862,64,61,"Evaluated offline: 4.6 years exp, 43% response rate.","Evaluated offline: 2.6 years exp, 42% response rate."
CAND_0001935,CAND_0001137,64,61,"Evaluated offline: 9.4 years exp, 70% response rate.","Evaluated offline: 14.8 years exp, 41% response rate."
CAND_0001146,CAND_0001006,64,61,"Evaluated offline: 14.6 years exp, 70% response rate.","Evaluated offline: 4.7 years exp, 28% response rate."
CAND_0001942,CAND_0000650,64,61,"Evaluated offline: 9.7 years exp, 74% response rate.","Evaluated offline: 14.8 years exp, 56% response rate."
CAND_0000794,CAND_0000542,64,61,"Evaluated offline: 1.5 years exp, 55% response rate.","Evaluated offline: 12.9 years exp, 59% response rate."
CAND_0000827,CAND_0000448,64,61,"Evaluated offline: 2.5 years exp, 57% response rate.","Evaluated offline: 13.9 years exp, 56% response rate."
CAND_0001757,CAND_0000524,64,61,"Evaluated offline: 10.9 years exp, 63% response rate.","Evaluated offline: 10.1 years exp, 59% response rate."
CAND_0001513,CAND_0000677,64,61,"Evaluated offline: 3.9 years exp, 74% response rate.","Evaluated offline: 12.4 years exp, 58% response rate."
CAND_0001204,CAND_0001518,64,61,"Evaluated offline: 1.5 years exp, 65% response rate.","Evaluated offline: 14.2 years exp, 58% response rate."
CAND_0001724,CAND_0000442,64,61,"Evaluated offline: 2.1 years exp, 72% response rate.","Evaluated offline: 3.1 years exp, 33% response rate."
CAND_0000011,CAND_0000123,64,61,"Evaluated offline: 2.0 years exp, 56% response rate.","Evaluated offline: 10.0 years exp, 56% response rate."
CAND_0001331,CAND_0000438,64,61,"Evaluated offline: 14.5 years exp, 68% response rate.","Evaluated offline: 3.5 years exp, 52% response rate."
CAND_0000979,CAND_0000692,64,61,"Evaluated offline: 10.9 years exp, 52% response rate.","Evaluated offline: 12.8 years exp, 59% response rate."
CAND_0000229,CAND_0001034,64,61,"Evaluated offline: 2.2 years exp, 70% response rate.","Evaluated offline: 1.3 years exp, 55% response rate."
CAND_0000513,CAND_0001836,64,61,"Evaluated offline: 2.3 years exp, 71% response rate.","Evaluated offline: 10.1 years exp, 55% response rate."
CAND_0000112,CAND_0001266,64,61,"Evaluated offline: 3.8 years exp, 31% response rate.","Evaluated offline: 2.0 years exp, 37% response rate."
CAND_0000119,CAND_0001927,64,61,"Evaluated offline: 10.1 years exp, 71% response rate.","Evaluated offline: 9.8 years exp, 51% response rate."
CAND_0000656,CAND_0000056,64,61,"Evaluated offline: 11.0 years exp, 72% response rate.","Evaluated offline: 1.3 years exp, 59% response rate."
CAND_0001797,CAND_0000498,64,61,"Evaluated offline: 4.4 years exp, 72% response rate.","Evaluated offline: 10.7 years exp, 37% response rate."
CAND_0000411,CAND_0001745,64,61,"Evaluated offline: 2.8 years exp, 74% response rate.","Evaluated offline: 4.4 years exp, 55% response rate."
CAND_0000499,CAND_0001426,64,61,"Evaluated offline: 11.0 years exp, 49% response rate.","Evaluated offline: 4.2 years exp, 52% response rate."
CAND_0000323,CAND_0000947,64,61,"Evaluated offline: 14.4 years exp, 71% response rate.","Evaluated offline: 3.8 years exp, 46% response rate."
CAND_0001823,CAND_0000864,64,61,"Evaluated offline: 9.1 years exp, 73% response rate.","Evaluated offline: 14.5 years exp, 56% response rate."
CAND_0001457,CAND_0000484,64,61,"Evaluated offline: 13.9 years exp, 69% response rate.","Evaluated offline: 9.7 years exp, 59% response rate."
CAND_0000768,CAND_0001106,64,62,"Evaluated offline: 11.6 years exp, 70% response rate.","Evaluated offline: 14.2 years exp, 63% response rate."
CAND_0000916,CAND_0000550,64,62,"Evaluated offline: 4.9 years exp, 73% response rate.","Evaluated offline: 9.7 years exp, 49% response rate."
CAND_0001624,CAND_0000814,64,62,"Evaluated offline: 14.5 years exp, 70% response rate.","Evaluated offline: 4.8 years exp, 60% response rate."
CAND_0000502,CAND_0000674,64,62,"Evaluated offline: 1.4 years exp, 58% response rate.","Evaluated offline: 11.0 years exp, 37% response rate."
CAND_0000620,CAND_0001843,64,62,"Evaluated offline: 4.3 years exp, 73% response rate.","Evaluated offline: 4.7 years exp, 50% response rate."
CAND_0000316,CAND_0001185,64,62,"Evaluated offline: 12.8 years exp, 69% response rate.","Evaluated offline: 14.7 years exp, 47% response rate."
CAND_0001402,CAND_0001135,64,62,"Evaluated offline: 1.5 years exp, 74% response rate.","Evaluated offline: 3.3 years exp, 56% response rate."
CAND_0000235,CAND_0000739,64,62,"Evaluated offline: 10.4 years exp, 60% response rate.","Evaluated offline: 11.1 years exp, 55% response rate."
CAND_0000561,CAND_0001179,64,62,"Evaluated offline: 3.2 years exp, 48% response rate.","Evaluated offline: 13.1 years exp, 42% response rate."
CAND_0001880,CAND_0001959,63,62,"Evaluated offline: 4.4 years exp, 65% response rate.","Evaluated offline: 13.1 years exp, 54% response rate."
CAND_0000089,CAND_0000810,63,62,"Evaluated offline: 1.1 years exp, 69% response rate.","Evaluated offline: 4.1 years exp, 63% response rate."
CAND_0000488,CAND_0000880,63,62,"Evaluated offline: 9.2 years exp, 54% response rate.","Evaluated offline: 2.4 years exp, 62% response rate."
CAND_0000532,CAND_0001749,63,62,"Evaluated offline: 14.6 years exp, 58% response rate.","Evaluated offline: 3.1 years exp, 62% response rate."
CAND_0001147,CAND_0001876,63,62,"Evaluated offline: 11.8 years exp, 68% response rate.","Evaluated offline: 13.7 years exp, 43% response rate."
CAND_0001399,CAND_0000619,63,62,"Evaluated offline: 3.8 years exp, 67% response rate.","Evaluated offline: 9.4 years exp, 63% response rate."
CAND_0000400,CAND_0000361,63,62,"Evaluated offline: 14.1 years exp, 68% response rate.","Evaluated offline: 10.2 years exp, 39% response rate."
CAND_0000937,CAND_0001559,63,62,"Evaluated offline: 3.6 years exp, 49% response rate.","Evaluated offline: 4.4 years exp, 56% response rate."
CAND_0000246,CAND_0001641,63,62,"Evaluated offline: 4.6 years exp, 68% response rate.","Evaluated offline: 9.8 years exp, 62% response rate."
CAND_0000214,CAND_0001031,63,62,"Evaluated offline: 9.5 years exp, 65% response rate.","Evaluated offline: 1.9 years exp, 56% response rate."
CAND_0000949,CAND_0000391,63,62,"Evaluated offline: 11.2 years exp, 68% response rate.","Evaluated offline: 3.6 years exp, 64% response rate."
CAND_0001632,CAND_0001807,63,62,"Evaluated offline: 1.4 years exp, 67% response rate.","Evaluated offline: 3.0 years exp, 62% response rate."
CAND_0000181,CAND_0000668,63,62,"Evaluated offline: 4.7 years exp, 69% response rate.","Evaluated offline: 10.5 years exp, 62% response rate."
CAND_0000172,CAND_0001177,63,62,"Evaluated offline: 10.9 years exp, 68% response rate.","Evaluated offline: 13.4 years exp, 53% response rate."
CAND_0000428,CAND_0000728,63,62,"Evaluated offline: 14.1 years exp, 68% response rate.","Evaluated offline: 2.9 years exp, 62% response rate."
CAND_0001561,CAND_0001050,63,62,"Evaluated offline: 10.1 years exp, 68% response rate.","Evaluated offline: 12.3 years exp, 60% response rate."
CAND_0001976,CAND_0000551,63,62,"Evaluated offline: 4.8 years exp, 69% response rate.","Evaluated offline: 2.7 years exp, 62% response rate."
CAND_0001374,CAND_0001153,63,62,"Evaluated offline: 2.7 years exp, 66% response rate.","Evaluated offline: 11.1 years exp, 63% response rate."
CAND_0000595,CAND_0001686,63,62,"Evaluated offline: 2.9 years exp, 44% response rate.","Evaluated offline: 10.1 years exp, 62% response rate."
CAND_0001870,CAND_0001300,63,62,"Evaluated offline: 9.1 years exp, 67% response rate.","Evaluated offline: 1.6 years exp, 61% response rate."
CAND_0000690,CAND_0000653,63,62,"Evaluated offline: 3.9 years exp, 66% response rate.","Evaluated offline: 13.0 years exp, 64% response rate."
CAND_0000429,CAND_0000261,63,62,"Evaluated offline: 2.7 years exp, 66% response rate.","Evaluated offline: 13.5 years exp, 62% response rate."
CAND_0001497,CAND_0000248,63,62,"Evaluated offline: 2.9 years exp, 56% response rate.","Evaluated offline: 4.1 years exp, 63% response rate."
CAND_0001294,CAND_0000137,63,62,"Evaluated offline: 1.9 years exp, 66% response rate.","Evaluated offline: 10.9 years exp, 42% response rate."
CAND_0000875,CAND_0001461,63,62,"Evaluated offline: 3.5 years exp, 68% response rate.","Evaluated offline: 9.3 years exp, 61% response rate."
CAND_0001282,CAND_0001041,63,62,"Evaluated offline: 12.1 years exp, 42% response rate.","Evaluated offline: 2.1 years exp, 60% response rate."
CAND_0000416,CAND_0001794,63,62,"Evaluated offline: 2.4 years exp, 68% response rate.","Evaluated offline: 9.9 years exp, 61% response rate."
CAND_0000335,CAND_0001684,63,62,"Evaluated offline: 4.0 years exp, 65% response rate.","Evaluated offline: 1.1 years exp, 49% response rate."
CAND_0001885,CAND_0000304,63,62,"Evaluated offline: 10.2 years exp, 65% response rate.","Evaluated offline: 3.7 years exp, 43% response rate."
CAND_0001118,CAND_0001826,63,62,"Evaluated offline: 3.4 years exp, 66% response rate.","Evaluated offline: 13.5 years exp, 63% response rate."
CAND_0001867,CAND_0000413,63,63,"Evaluated offline: 12.6 years exp, 65% response rate.","Evaluated offline: 14.0 years exp, 43% response rate."
CAND_0001122,CAND_0001160,63,63,"Evaluated offline: 4.9 years exp, 43% response rate.","Evaluated offline: 9.3 years exp, 66% response rate."
CAND_0001246,CAND_0001148,63,63,"Evaluated offline: 9.1 years exp, 66% response rate.","Evaluated offline: 12.2 years exp, 66% response rate."
CAND_0000257,CAND_0000068,63,63,"Evaluated offline: 1.1 years exp, 69% response rate.","Evaluated offline: 1.5 years exp, 55% response rate."
CAND_0001083,CAND_0001688,63,63,"Evaluated offline: 1.6 years exp, 67% response rate.","Evaluated offline: 4.3 years exp, 44% response rate."
